date,city,state,aqi,pm25,pm10,no2,so2,co,category,year,month
2024-05-05,Ahmedabad,Gujarat,105.9,49.1,80.5,8.9,4.5,3.67,Moderate,2024,2024-05
2024-05-06,Ahmedabad,Gujarat,120.7,55.1,71.0,10.4,6.2,2.78,Moderate,2024,2024-05
2024-05-07,Ahmedabad,Gujarat,98.1,42.2,57.1,12.9,5.1,5.55,Satisfactory,2024,2024-05
2024-05-08,Ahmedabad,Gujarat,74.5,30.6,59.3,8.8,2.7,2.66,Satisfactory,2024,2024-05
2024-05-09,Ahmedabad,Gujarat,73.1,41.2,64.8,7.2,2.8,2.7,Satisfactory,2024,2024-05
2024-05-10,Ahmedabad,Gujarat,86.4,39.5,75.8,17.2,3.4,4.36,Satisfactory,2024,2024-05
2024-05-11,Ahmedabad,Gujarat,125.0,55.4,73.6,18.1,7.6,7.31,Moderate,2024,2024-05
2024-05-12,Ahmedabad,Gujarat,118.8,64.4,86.5,23.7,5.8,3.15,Moderate,2024,2024-05
2024-05-13,Ahmedabad,Gujarat,80.2,48.2,57.8,7.9,3.0,3.69,Satisfactory,2024,2024-05
2024-05-14,Ahmedabad,Gujarat,111.8,52.3,77.8,17.2,4.6,2.89,Moderate,2024,2024-05
2024-05-15,Ahmedabad,Gujarat,80.1,34.6,70.8,12.0,3.7,2.41,Satisfactory,2024,2024-05
2024-05-16,Ahmedabad,Gujarat,97.4,42.0,75.2,16.3,4.2,3.24,Satisfactory,2024,2024-05
2024-05-17,Ahmedabad,Gujarat,115.3,49.6,81.1,21.3,7.7,3.06,Moderate,2024,2024-05
2024-05-18,Ahmedabad,Gujarat,114.3,54.0,107.4,16.4,7.5,2.71,Moderate,2024,2024-05
2024-05-19,Ahmedabad,Gujarat,106.5,44.9,74.7,9.6,7.3,5.3,Moderate,2024,2024-05
2024-05-20,Ahmedabad,Gujarat,117.9,58.7,86.2,16.0,3.8,4.1,Moderate,2024,2024-05
2024-05-21,Ahmedabad,Gujarat,98.1,59.9,64.2,13.5,7.3,3.58,Satisfactory,2024,2024-05
2024-05-22,Ahmedabad,Gujarat,97.6,49.5,60.2,11.1,5.4,3.38,Satisfactory,2024,2024-05
2024-05-23,Ahmedabad,Gujarat,99.7,57.4,59.5,8.2,3.6,4.73,Satisfactory,2024,2024-05
2024-05-24,Ahmedabad,Gujarat,94.3,53.8,53.7,17.6,5.8,3.84,Satisfactory,2024,2024-05
2024-05-25,Ahmedabad,Gujarat,90.8,55.1,83.0,14.1,5.4,2.58,Satisfactory,2024,2024-05
2024-05-26,Ahmedabad,Gujarat,81.2,49.5,69.2,10.2,5.8,2.31,Satisfactory,2024,2024-05
2024-05-27,Ahmedabad,Gujarat,110.5,56.8,85.3,16.4,4.0,3.76,Moderate,2024,2024-05
2024-05-28,Ahmedabad,Gujarat,91.9,47.6,59.6,12.9,5.3,5.3,Satisfactory,2024,2024-05
2024-05-29,Ahmedabad,Gujarat,95.7,58.9,59.8,16.6,3.7,5.17,Satisfactory,2024,2024-05
2024-05-30,Ahmedabad,Gujarat,78.2,38.9,73.4,7.9,5.0,3.74,Satisfactory,2024,2024-05
2024-05-31,Ahmedabad,Gujarat,93.2,41.9,63.9,11.1,5.9,2.07,Satisfactory,2024,2024-05
2024-06-01,Ahmedabad,Gujarat,112.5,62.5,85.6,11.3,4.6,2.69,Moderate,2024,2024-06
2024-06-02,Ahmedabad,Gujarat,141.9,73.7,132.7,16.4,9.7,6.94,Moderate,2024,2024-06
2024-06-03,Ahmedabad,Gujarat,93.6,36.9,86.3,17.9,4.7,3.44,Satisfactory,2024,2024-06
2024-06-04,Ahmedabad,Gujarat,107.8,61.7,60.9,11.9,3.7,4.12,Moderate,2024,2024-06
2024-06-05,Ahmedabad,Gujarat,127.7,74.7,99.4,18.2,6.2,2.88,Moderate,2024,2024-06
2024-06-06,Ahmedabad,Gujarat,113.9,68.8,82.4,14.6,9.0,2.92,Moderate,2024,2024-06
2024-06-07,Ahmedabad,Gujarat,130.0,57.3,96.9,18.6,7.5,3.7,Moderate,2024,2024-06
2024-06-08,Ahmedabad,Gujarat,111.1,49.1,74.2,20.6,5.4,4.69,Moderate,2024,2024-06
2024-06-09,Ahmedabad,Gujarat,114.4,46.8,74.4,14.9,7.2,3.57,Moderate,2024,2024-06
2024-06-10,Ahmedabad,Gujarat,99.3,57.6,91.3,10.2,5.4,2.6,Satisfactory,2024,2024-06
2024-06-11,Ahmedabad,Gujarat,126.3,69.4,111.5,16.0,6.3,3.56,Moderate,2024,2024-06
2024-06-12,Ahmedabad,Gujarat,92.3,38.5,62.2,17.4,4.3,2.86,Satisfactory,2024,2024-06
2024-06-13,Ahmedabad,Gujarat,90.7,42.8,84.7,15.6,3.6,4.54,Satisfactory,2024,2024-06
2024-06-14,Ahmedabad,Gujarat,134.9,82.8,78.8,16.7,7.4,4.93,Moderate,2024,2024-06
2024-06-15,Ahmedabad,Gujarat,102.1,50.0,71.2,20.1,7.2,5.05,Moderate,2024,2024-06
2024-06-16,Ahmedabad,Gujarat,122.2,49.2,74.2,23.8,7.1,3.22,Moderate,2024,2024-06
2024-06-17,Ahmedabad,Gujarat,104.8,63.7,98.5,19.5,4.4,3.26,Moderate,2024,2024-06
2024-06-18,Ahmedabad,Gujarat,130.6,80.7,121.8,24.9,4.5,6.57,Moderate,2024,2024-06
2024-06-19,Ahmedabad,Gujarat,81.6,48.2,55.8,8.7,5.5,1.93,Satisfactory,2024,2024-06
2024-06-20,Ahmedabad,Gujarat,113.2,69.9,97.4,20.5,8.9,6.46,Moderate,2024,2024-06
2024-06-21,Ahmedabad,Gujarat,107.6,57.0,90.8,16.3,6.0,5.94,Moderate,2024,2024-06
2024-06-22,Ahmedabad,Gujarat,117.4,47.3,91.7,14.0,6.5,5.23,Moderate,2024,2024-06
2024-06-23,Ahmedabad,Gujarat,114.3,66.6,64.3,11.4,8.7,6.71,Moderate,2024,2024-06
2024-06-24,Ahmedabad,Gujarat,105.7,40.4,90.2,17.1,6.2,5.04,Moderate,2024,2024-06
2024-06-25,Ahmedabad,Gujarat,101.9,51.9,65.8,17.4,7.0,5.52,Moderate,2024,2024-06
2024-06-26,Ahmedabad,Gujarat,96.3,59.0,65.1,8.3,7.5,4.27,Satisfactory,2024,2024-06
2024-06-27,Ahmedabad,Gujarat,102.1,39.7,90.2,10.0,7.2,4.5,Moderate,2024,2024-06
2024-06-28,Ahmedabad,Gujarat,116.1,56.8,93.5,21.4,5.0,4.02,Moderate,2024,2024-06
2024-06-29,Ahmedabad,Gujarat,97.8,60.5,73.6,14.4,4.3,3.58,Satisfactory,2024,2024-06
2024-06-30,Ahmedabad,Gujarat,83.1,36.3,65.6,8.5,4.8,4.01,Satisfactory,2024,2024-06
2024-07-01,Ahmedabad,Gujarat,112.9,48.3,95.8,13.9,9.0,6.68,Moderate,2024,2024-07
2024-07-02,Ahmedabad,Gujarat,104.2,63.0,98.9,14.1,6.3,2.11,Moderate,2024,2024-07
2024-07-03,Ahmedabad,Gujarat,129.0,50.4,96.7,19.7,5.9,3.09,Moderate,2024,2024-07
2024-07-04,Ahmedabad,Gujarat,106.8,57.2,86.5,15.6,4.2,4.77,Moderate,2024,2024-07
2024-07-05,Ahmedabad,Gujarat,133.2,60.9,116.9,13.7,5.9,5.01,Moderate,2024,2024-07
2024-07-06,Ahmedabad,Gujarat,125.7,57.9,94.8,13.6,8.6,3.5,Moderate,2024,2024-07
2024-07-07,Ahmedabad,Gujarat,126.8,73.1,117.2,25.2,9.2,3.66,Moderate,2024,2024-07
2024-07-08,Ahmedabad,Gujarat,100.7,42.2,57.4,15.8,5.7,5.71,Moderate,2024,2024-07
2024-07-09,Ahmedabad,Gujarat,110.2,54.1,89.0,14.1,7.9,6.29,Moderate,2024,2024-07
2024-07-10,Ahmedabad,Gujarat,100.9,42.3,84.5,12.0,7.0,5.04,Moderate,2024,2024-07
2024-07-11,Ahmedabad,Gujarat,110.7,60.5,97.0,18.9,6.8,2.23,Moderate,2024,2024-07
2024-07-12,Ahmedabad,Gujarat,149.7,91.4,121.3,22.3,8.5,3.61,Moderate,2024,2024-07
2024-07-13,Ahmedabad,Gujarat,118.8,57.3,71.7,10.3,5.5,5.44,Moderate,2024,2024-07
2024-07-14,Ahmedabad,Gujarat,116.4,52.5,66.2,14.9,5.3,4.06,Moderate,2024,2024-07
2024-07-15,Ahmedabad,Gujarat,117.1,60.2,65.8,14.6,6.8,4.36,Moderate,2024,2024-07
2024-07-16,Ahmedabad,Gujarat,97.6,40.7,65.7,9.0,4.1,2.29,Satisfactory,2024,2024-07
2024-07-17,Ahmedabad,Gujarat,120.7,57.5,100.7,13.8,3.6,5.1,Moderate,2024,2024-07
2024-07-18,Ahmedabad,Gujarat,99.6,44.9,74.3,9.2,6.2,4.91,Satisfactory,2024,2024-07
2024-07-19,Ahmedabad,Gujarat,135.7,74.5,92.5,24.6,10.5,4.33,Moderate,2024,2024-07
2024-07-20,Ahmedabad,Gujarat,125.7,69.1,94.8,24.0,4.7,4.91,Moderate,2024,2024-07
2024-07-21,Ahmedabad,Gujarat,97.4,37.8,55.6,8.4,5.3,4.24,Satisfactory,2024,2024-07
2024-07-22,Ahmedabad,Gujarat,90.1,34.6,55.2,13.7,5.7,4.13,Satisfactory,2024,2024-07
2024-07-23,Ahmedabad,Gujarat,111.8,46.6,102.2,14.5,7.6,2.98,Moderate,2024,2024-07
2024-07-24,Ahmedabad,Gujarat,140.6,79.4,112.3,18.0,6.2,8.28,Moderate,2024,2024-07
2024-07-25,Ahmedabad,Gujarat,74.4,33.3,44.8,8.6,3.4,1.87,Satisfactory,2024,2024-07
2024-07-26,Ahmedabad,Gujarat,125.1,57.0,118.5,19.8,8.1,5.29,Moderate,2024,2024-07
2024-07-27,Ahmedabad,Gujarat,134.4,68.9,75.0,23.2,10.2,3.34,Moderate,2024,2024-07
2024-07-28,Ahmedabad,Gujarat,115.0,51.6,105.6,9.4,5.0,6.38,Moderate,2024,2024-07
2024-07-29,Ahmedabad,Gujarat,133.5,66.2,105.4,22.7,5.0,3.82,Moderate,2024,2024-07
2024-07-30,Ahmedabad,Gujarat,85.5,49.9,79.9,8.3,5.1,4.48,Satisfactory,2024,2024-07
2024-07-31,Ahmedabad,Gujarat,117.9,68.1,85.6,12.6,5.8,5.9,Moderate,2024,2024-07
2024-08-01,Ahmedabad,Gujarat,105.8,45.2,60.0,20.4,5.7,5.15,Moderate,2024,2024-08
2024-08-02,Ahmedabad,Gujarat,107.9,58.1,97.8,12.1,5.6,6.1,Moderate,2024,2024-08
2024-08-03,Ahmedabad,Gujarat,95.0,40.5,61.3,18.9,3.9,5.2,Satisfactory,2024,2024-08
2024-08-04,Ahmedabad,Gujarat,107.6,42.9,67.0,19.9,8.1,2.91,Moderate,2024,2024-08
2024-08-05,Ahmedabad,Gujarat,108.1,42.4,100.3,13.3,5.9,2.62,Moderate,2024,2024-08
2024-08-06,Ahmedabad,Gujarat,82.8,32.1,61.0,7.8,5.1,4.29,Satisfactory,2024,2024-08
2024-08-07,Ahmedabad,Gujarat,106.8,61.5,77.5,20.9,3.8,3.52,Moderate,2024,2024-08
2024-08-08,Ahmedabad,Gujarat,100.0,43.5,94.8,11.5,4.9,5.39,Satisfactory,2024,2024-08
2024-08-09,Ahmedabad,Gujarat,133.9,62.1,106.2,15.6,9.0,4.32,Moderate,2024,2024-08
2024-08-10,Ahmedabad,Gujarat,115.6,68.3,70.2,17.2,6.5,3.53,Moderate,2024,2024-08
2024-08-11,Ahmedabad,Gujarat,101.2,49.8,75.0,11.7,7.7,5.7,Moderate,2024,2024-08
2024-08-12,Ahmedabad,Gujarat,92.4,35.5,74.8,8.2,5.5,5.05,Satisfactory,2024,2024-08
2024-08-13,Ahmedabad,Gujarat,99.0,60.4,84.0,10.9,4.9,4.99,Satisfactory,2024,2024-08
2024-08-14,Ahmedabad,Gujarat,136.7,52.6,78.7,25.0,4.4,6.44,Moderate,2024,2024-08
2024-08-15,Ahmedabad,Gujarat,119.3,69.6,111.1,10.9,6.1,5.13,Moderate,2024,2024-08
2024-08-16,Ahmedabad,Gujarat,97.8,58.6,64.2,8.7,3.9,3.89,Satisfactory,2024,2024-08
2024-08-17,Ahmedabad,Gujarat,122.5,48.7,104.7,19.5,6.2,5.25,Moderate,2024,2024-08
2024-08-18,Ahmedabad,Gujarat,121.6,68.6,79.6,23.5,4.5,6.82,Moderate,2024,2024-08
2024-08-19,Ahmedabad,Gujarat,117.5,47.0,107.8,13.6,7.9,6.51,Moderate,2024,2024-08
2024-08-20,Ahmedabad,Gujarat,123.5,54.2,113.1,18.9,7.8,6.99,Moderate,2024,2024-08
2024-08-21,Ahmedabad,Gujarat,67.3,35.8,52.0,5.9,2.6,1.38,Satisfactory,2024,2024-08
2024-08-22,Ahmedabad,Gujarat,122.6,49.8,103.2,9.9,5.5,4.66,Moderate,2024,2024-08
2024-08-23,Ahmedabad,Gujarat,102.8,58.4,73.3,9.4,3.6,3.83,Moderate,2024,2024-08
2024-08-24,Ahmedabad,Gujarat,112.1,44.2,87.3,15.6,7.3,3.07,Moderate,2024,2024-08
2024-08-25,Ahmedabad,Gujarat,87.8,48.6,59.1,13.5,6.5,3.47,Satisfactory,2024,2024-08
2024-08-26,Ahmedabad,Gujarat,110.4,47.1,99.9,13.6,7.3,3.62,Moderate,2024,2024-08
2024-08-27,Ahmedabad,Gujarat,119.6,49.9,107.2,15.1,3.7,3.85,Moderate,2024,2024-08
2024-08-28,Ahmedabad,Gujarat,85.3,48.5,76.2,12.6,3.8,3.51,Satisfactory,2024,2024-08
2024-08-29,Ahmedabad,Gujarat,98.2,46.4,75.2,18.3,5.8,2.78,Satisfactory,2024,2024-08
2024-08-30,Ahmedabad,Gujarat,118.6,47.6,69.8,23.0,8.4,6.01,Moderate,2024,2024-08
2024-08-31,Ahmedabad,Gujarat,135.6,55.7,108.3,24.0,4.5,4.32,Moderate,2024,2024-08
2024-09-01,Ahmedabad,Gujarat,110.6,45.0,72.4,19.1,5.2,5.26,Moderate,2024,2024-09
2024-09-02,Ahmedabad,Gujarat,120.6,71.1,95.2,13.7,4.5,4.84,Moderate,2024,2024-09
2024-09-03,Ahmedabad,Gujarat,119.3,48.3,109.1,15.9,8.8,5.77,Moderate,2024,2024-09
2024-09-04,Ahmedabad,Gujarat,108.4,52.0,86.1,20.6,8.3,4.61,Moderate,2024,2024-09
2024-09-05,Ahmedabad,Gujarat,117.2,53.4,77.5,14.5,4.6,5.48,Moderate,2024,2024-09
2024-09-06,Ahmedabad,Gujarat,133.8,53.9,95.0,14.6,7.6,5.18,Moderate,2024,2024-09
2024-09-07,Ahmedabad,Gujarat,113.5,55.4,76.8,19.0,6.1,3.19,Moderate,2024,2024-09
2024-09-08,Ahmedabad,Gujarat,143.8,55.4,90.8,15.7,6.1,4.25,Moderate,2024,2024-09
2024-09-09,Ahmedabad,Gujarat,127.2,56.6,83.3,23.7,5.8,4.32,Moderate,2024,2024-09
2024-09-10,Ahmedabad,Gujarat,144.9,80.6,99.0,28.4,5.5,5.55,Moderate,2024,2024-09
2024-09-11,Ahmedabad,Gujarat,122.0,50.6,105.7,11.3,7.0,2.95,Moderate,2024,2024-09
2024-09-12,Ahmedabad,Gujarat,85.6,51.1,48.9,13.5,5.5,4.76,Satisfactory,2024,2024-09
2024-09-13,Ahmedabad,Gujarat,105.7,62.4,99.4,11.7,4.6,3.79,Moderate,2024,2024-09
2024-09-14,Ahmedabad,Gujarat,79.2,44.2,43.8,6.5,5.2,4.38,Satisfactory,2024,2024-09
2024-09-15,Ahmedabad,Gujarat,120.2,68.1,71.8,23.1,6.7,5.97,Moderate,2024,2024-09
2024-09-16,Ahmedabad,Gujarat,114.5,52.6,107.6,15.7,7.8,5.05,Moderate,2024,2024-09
2024-09-17,Ahmedabad,Gujarat,90.7,36.5,69.6,13.1,6.0,2.98,Satisfactory,2024,2024-09
2024-09-18,Ahmedabad,Gujarat,116.1,45.2,96.7,21.9,7.4,4.09,Moderate,2024,2024-09
2024-09-19,Ahmedabad,Gujarat,125.6,65.5,77.7,19.1,6.9,2.64,Moderate,2024,2024-09
2024-09-20,Ahmedabad,Gujarat,96.4,45.7,62.4,17.4,6.3,4.78,Satisfactory,2024,2024-09
2024-09-21,Ahmedabad,Gujarat,102.6,47.9,56.6,10.9,7.0,4.53,Moderate,2024,2024-09
2024-09-22,Ahmedabad,Gujarat,85.2,33.9,73.6,7.2,2.8,2.71,Satisfactory,2024,2024-09
2024-09-23,Ahmedabad,Gujarat,115.7,59.9,109.6,10.5,6.2,5.1,Moderate,2024,2024-09
2024-09-24,Ahmedabad,Gujarat,119.1,68.4,90.4,15.7,7.3,6.67,Moderate,2024,2024-09
2024-09-25,Ahmedabad,Gujarat,124.7,63.9,98.8,15.0,7.5,5.63,Moderate,2024,2024-09
2024-09-26,Ahmedabad,Gujarat,117.6,50.2,92.0,13.6,4.0,6.23,Moderate,2024,2024-09
2024-09-27,Ahmedabad,Gujarat,133.7,52.9,107.3,26.5,4.6,3.85,Moderate,2024,2024-09
2024-09-28,Ahmedabad,Gujarat,106.2,61.6,58.4,19.8,3.5,6.04,Moderate,2024,2024-09
2024-09-29,Ahmedabad,Gujarat,114.3,67.2,87.6,19.8,3.9,2.9,Moderate,2024,2024-09
2024-09-30,Ahmedabad,Gujarat,120.3,70.8,92.3,19.2,7.7,6.63,Moderate,2024,2024-09
2024-10-01,Ahmedabad,Gujarat,96.5,54.7,90.8,8.0,3.9,5.52,Satisfactory,2024,2024-10
2024-10-02,Ahmedabad,Gujarat,118.8,72.9,106.7,10.4,8.4,6.1,Moderate,2024,2024-10
2024-10-03,Ahmedabad,Gujarat,141.0,61.1,115.3,27.7,9.0,7.41,Moderate,2024,2024-10
2024-10-04,Ahmedabad,Gujarat,132.8,57.0,76.8,19.4,9.0,5.56,Moderate,2024,2024-10
2024-10-05,Ahmedabad,Gujarat,121.3,73.2,100.5,11.4,9.3,3.17,Moderate,2024,2024-10
2024-10-06,Ahmedabad,Gujarat,119.9,74.3,81.9,16.7,6.4,2.89,Moderate,2024,2024-10
2024-10-07,Ahmedabad,Gujarat,135.0,67.3,82.3,23.8,10.5,7.07,Moderate,2024,2024-10
2024-10-08,Ahmedabad,Gujarat,128.5,69.8,112.8,19.5,10.1,5.11,Moderate,2024,2024-10
2024-10-09,Ahmedabad,Gujarat,120.5,63.2,77.4,14.6,7.7,5.31,Moderate,2024,2024-10
2024-10-10,Ahmedabad,Gujarat,116.2,53.7,66.0,17.4,5.4,4.09,Moderate,2024,2024-10
2024-10-11,Ahmedabad,Gujarat,124.4,64.5,97.4,18.7,6.8,4.92,Moderate,2024,2024-10
2024-10-12,Ahmedabad,Gujarat,126.7,64.4,119.7,12.9,8.4,4.93,Moderate,2024,2024-10
2024-10-13,Ahmedabad,Gujarat,147.9,85.7,105.2,17.2,6.0,8.12,Moderate,2024,2024-10
2024-10-14,Ahmedabad,Gujarat,122.8,67.7,69.3,12.5,7.3,4.73,Moderate,2024,2024-10
2024-10-15,Ahmedabad,Gujarat,131.6,76.5,104.3,25.8,9.6,4.42,Moderate,2024,2024-10
2024-10-16,Ahmedabad,Gujarat,129.8,79.5,72.0,24.0,4.3,5.34,Moderate,2024,2024-10
2024-10-17,Ahmedabad,Gujarat,129.6,62.2,119.0,16.7,7.8,6.18,Moderate,2024,2024-10
2024-10-18,Ahmedabad,Gujarat,129.4,65.2,101.9,11.5,4.2,3.51,Moderate,2024,2024-10
2024-10-19,Ahmedabad,Gujarat,124.4,73.2,86.1,16.4,6.2,6.04,Moderate,2024,2024-10
2024-10-20,Ahmedabad,Gujarat,125.8,59.2,105.8,23.9,4.1,6.59,Moderate,2024,2024-10
2024-10-21,Ahmedabad,Gujarat,127.0,50.3,86.6,10.5,9.6,6.13,Moderate,2024,2024-10
2024-10-22,Ahmedabad,Gujarat,108.3,57.8,63.4,10.5,7.8,3.04,Moderate,2024,2024-10
2024-10-23,Ahmedabad,Gujarat,106.9,59.3,68.4,9.7,8.0,5.99,Moderate,2024,2024-10
2024-10-24,Ahmedabad,Gujarat,116.4,59.7,83.0,19.9,7.9,6.14,Moderate,2024,2024-10
2024-10-25,Ahmedabad,Gujarat,162.2,82.0,141.2,16.0,5.1,7.45,Moderate,2024,2024-10
2024-10-26,Ahmedabad,Gujarat,130.3,72.1,92.9,11.1,9.7,2.83,Moderate,2024,2024-10
2024-10-27,Ahmedabad,Gujarat,114.6,68.4,65.5,19.3,8.7,6.45,Moderate,2024,2024-10
2024-10-28,Ahmedabad,Gujarat,170.7,90.3,155.1,30.8,11.8,8.03,Moderate,2024,2024-10
2024-10-29,Ahmedabad,Gujarat,136.1,71.9,125.1,14.0,5.4,8.07,Moderate,2024,2024-10
2024-10-30,Ahmedabad,Gujarat,115.5,67.5,102.8,11.7,4.5,5.99,Moderate,2024,2024-10
2024-10-31,Ahmedabad,Gujarat,169.9,96.6,108.7,30.7,9.2,6.59,Moderate,2024,2024-10
2024-11-01,Ahmedabad,Gujarat,149.7,61.8,99.1,18.0,11.7,4.58,Moderate,2024,2024-11
2024-11-02,Ahmedabad,Gujarat,154.4,74.6,131.2,17.4,10.1,4.37,Moderate,2024,2024-11
2024-11-03,Ahmedabad,Gujarat,169.8,98.8,116.9,20.9,11.7,7.52,Moderate,2024,2024-11
2024-11-04,Ahmedabad,Gujarat,137.9,64.4,117.2,25.3,5.8,2.89,Moderate,2024,2024-11
2024-11-05,Ahmedabad,Gujarat,162.9,97.7,145.8,17.4,12.1,8.54,Moderate,2024,2024-11
2024-11-06,Ahmedabad,Gujarat,132.1,73.5,109.0,23.4,9.7,6.97,Moderate,2024,2024-11
2024-11-07,Ahmedabad,Gujarat,154.8,90.1,96.7,16.4,10.7,5.23,Moderate,2024,2024-11
2024-11-08,Ahmedabad,Gujarat,140.3,66.8,98.3,14.8,10.8,7.33,Moderate,2024,2024-11
2024-11-09,Ahmedabad,Gujarat,142.9,67.1,102.3,11.6,10.6,7.73,Moderate,2024,2024-11
2024-11-10,Ahmedabad,Gujarat,145.3,84.9,126.8,24.4,9.0,8.49,Moderate,2024,2024-11
2024-11-11,Ahmedabad,Gujarat,162.3,92.4,105.2,31.8,5.0,7.45,Moderate,2024,2024-11
2024-11-12,Ahmedabad,Gujarat,170.3,67.9,151.8,33.4,8.6,9.24,Moderate,2024,2024-11
2024-11-13,Ahmedabad,Gujarat,135.5,60.5,90.9,21.1,9.5,3.82,Moderate,2024,2024-11
2024-11-14,Ahmedabad,Gujarat,142.7,57.2,91.1,16.5,6.3,4.11,Moderate,2024,2024-11
2024-11-15,Ahmedabad,Gujarat,166.3,67.2,148.8,23.2,10.5,8.75,Moderate,2024,2024-11
2024-11-16,Ahmedabad,Gujarat,147.8,67.0,137.7,13.3,8.3,4.46,Moderate,2024,2024-11
2024-11-17,Ahmedabad,Gujarat,131.7,78.9,95.7,21.6,10.2,5.24,Moderate,2024,2024-11
2024-11-18,Ahmedabad,Gujarat,117.5,56.1,110.3,21.1,9.0,4.22,Moderate,2024,2024-11
2024-11-19,Ahmedabad,Gujarat,133.9,78.7,123.6,15.0,4.7,3.75,Moderate,2024,2024-11
2024-11-20,Ahmedabad,Gujarat,161.5,85.9,106.4,25.3,7.7,9.15,Moderate,2024,2024-11
2024-11-21,Ahmedabad,Gujarat,147.1,68.2,85.2,20.5,10.1,8.55,Moderate,2024,2024-11
2024-11-22,Ahmedabad,Gujarat,104.5,41.6,90.8,11.7,7.4,3.52,Moderate,2024,2024-11
2024-11-23,Ahmedabad,Gujarat,153.2,91.1,95.4,12.7,11.4,7.34,Moderate,2024,2024-11
2024-11-24,Ahmedabad,Gujarat,136.2,78.2,78.2,25.4,6.9,7.61,Moderate,2024,2024-11
2024-11-25,Ahmedabad,Gujarat,158.2,62.4,130.5,24.0,10.5,7.7,Moderate,2024,2024-11
2024-11-26,Ahmedabad,Gujarat,177.5,86.3,112.1,33.8,13.5,5.05,Moderate,2024,2024-11
2024-11-27,Ahmedabad,Gujarat,131.7,77.3,77.6,26.2,8.0,2.76,Moderate,2024,2024-11
2024-11-28,Ahmedabad,Gujarat,157.1,92.9,129.4,25.7,6.9,5.26,Moderate,2024,2024-11
2024-11-29,Ahmedabad,Gujarat,152.7,58.6,104.0,23.2,5.7,3.65,Moderate,2024,2024-11
2024-11-30,Ahmedabad,Gujarat,159.6,62.9,128.1,18.9,7.8,3.58,Moderate,2024,2024-11
2024-12-01,Ahmedabad,Gujarat,150.3,87.0,121.8,26.0,8.8,5.96,Moderate,2024,2024-12
2024-12-02,Ahmedabad,Gujarat,148.9,65.9,85.1,17.1,9.6,8.5,Moderate,2024,2024-12
2024-12-03,Ahmedabad,Gujarat,149.7,74.1,119.9,12.0,5.4,4.29,Moderate,2024,2024-12
2024-12-04,Ahmedabad,Gujarat,120.3,71.5,68.1,17.8,9.2,5.54,Moderate,2024,2024-12
2024-12-05,Ahmedabad,Gujarat,102.5,54.3,76.0,16.9,6.2,4.38,Moderate,2024,2024-12
2024-12-06,Ahmedabad,Gujarat,132.8,81.0,117.4,20.3,7.6,6.5,Moderate,2024,2024-12
2024-12-07,Ahmedabad,Gujarat,128.5,69.4,77.6,16.9,9.9,4.25,Moderate,2024,2024-12
2024-12-08,Ahmedabad,Gujarat,151.1,63.0,92.0,19.2,6.2,5.6,Moderate,2024,2024-12
2024-12-09,Ahmedabad,Gujarat,146.3,59.4,125.4,13.5,7.2,8.76,Moderate,2024,2024-12
2024-12-10,Ahmedabad,Gujarat,142.5,56.5,79.7,17.1,11.1,2.96,Moderate,2024,2024-12
2024-12-11,Ahmedabad,Gujarat,145.0,63.2,82.9,12.5,8.4,6.16,Moderate,2024,2024-12
2024-12-12,Ahmedabad,Gujarat,117.7,64.7,70.9,16.5,7.1,3.4,Moderate,2024,2024-12
2024-12-13,Ahmedabad,Gujarat,163.9,101.3,129.3,30.1,11.8,9.44,Moderate,2024,2024-12
2024-12-14,Ahmedabad,Gujarat,143.6,79.5,91.2,16.6,9.9,5.86,Moderate,2024,2024-12
2024-12-15,Ahmedabad,Gujarat,148.9,89.0,103.2,22.6,8.8,3.74,Moderate,2024,2024-12
2024-12-16,Ahmedabad,Gujarat,119.5,48.0,108.2,22.9,9.0,4.29,Moderate,2024,2024-12
2024-12-17,Ahmedabad,Gujarat,141.2,83.6,124.0,17.0,8.7,7.06,Moderate,2024,2024-12
2024-12-18,Ahmedabad,Gujarat,135.8,70.4,107.4,23.2,9.3,4.02,Moderate,2024,2024-12
2024-12-19,Ahmedabad,Gujarat,156.9,69.5,143.8,28.4,11.7,5.01,Moderate,2024,2024-12
2024-12-20,Ahmedabad,Gujarat,130.0,52.7,76.7,19.1,5.9,3.97,Moderate,2024,2024-12
2024-12-21,Ahmedabad,Gujarat,142.3,72.8,102.3,13.8,10.9,5.28,Moderate,2024,2024-12
2024-12-22,Ahmedabad,Gujarat,116.1,47.6,65.6,11.4,5.2,5.25,Moderate,2024,2024-12
2024-12-23,Ahmedabad,Gujarat,116.4,58.0,105.8,9.5,6.3,5.86,Moderate,2024,2024-12
2024-12-24,Ahmedabad,Gujarat,128.3,67.2,96.1,18.8,7.8,6.06,Moderate,2024,2024-12
2024-12-25,Ahmedabad,Gujarat,141.4,63.0,133.4,14.5,5.3,4.35,Moderate,2024,2024-12
2024-12-26,Ahmedabad,Gujarat,105.2,63.2,85.5,14.2,8.0,5.89,Moderate,2024,2024-12
2024-12-27,Ahmedabad,Gujarat,156.7,93.6,106.2,20.2,10.9,7.51,Moderate,2024,2024-12
2024-12-28,Ahmedabad,Gujarat,107.9,42.3,64.4,19.6,3.4,6.13,Moderate,2024,2024-12
2024-12-29,Ahmedabad,Gujarat,147.2,75.9,104.3,12.3,5.8,6.56,Moderate,2024,2024-12
